Tick;Step;DateTime;Aircraft__acceleration_x;Aircraft__acceleration_z;Aircraft__angle_of_attack;Aircraft__callsign;Aircraft__climb_angle;Aircraft__drag;Aircraft__drag_coefficient;Aircraft__flight_phase;Aircraft__heading_bearing;Aircraft__height;Aircraft__lift;Aircraft__lift_coefficient;Aircraft__pitch;Aircraft__rate_of_climb;Aircraft__true_air_speed;Aircraft__true_air_speed_x;Brake__deceleration_application;Brake__deceleration_force;Brake__parking_brake;CIP__master_switch;Engine__failure;Engine__failure_probability;Engine__fuel_consumption;Engine__ignition_switch;Engine__mixture_control;Engine__oil;Engine__oil_leakage;Engine__oil_pressure;Engine__oil_pump_condition;Engine__oil_temperature;Engine__power;Engine__RPM;Engine__running;Engine__throttle;event_info;Latitude;Longitude;LWT__fuel_quantity;LWT__water_sediments;Propeller__thrust;Propeller__thrust_coefficient;RWT__fuel_quantity;RWT__water_sediments;Tire__friction_force;TireLeftMainWheel__inflation;TireNoseWheel__inflation;TireRightMainWheel__inflation;0_Position;1_Position;ID
208;208;2019-01-01T19:03:28.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
209;209;2019-01-01T19:03:29.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
209;209;2019-01-01T19:03:29.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
210;210;2019-01-01T19:03:30.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
210;210;2019-01-01T19:03:30.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
211;211;2019-01-01T19:03:31.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
211;211;2019-01-01T19:03:31.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
212;212;2019-01-01T19:03:32.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
212;212;2019-01-01T19:03:32.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
213;213;2019-01-01T19:03:33.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
213;213;2019-01-01T19:03:33.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
214;214;2019-01-01T19:03:34.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
214;214;2019-01-01T19:03:34.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
215;215;2019-01-01T19:03:35.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
215;215;2019-01-01T19:03:35.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
216;216;2019-01-01T19:03:36.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
216;216;2019-01-01T19:03:36.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
217;217;2019-01-01T19:03:37.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
217;217;2019-01-01T19:03:37.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
218;218;2019-01-01T19:03:38.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
218;218;2019-01-01T19:03:38.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
219;219;2019-01-01T19:03:39.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
219;219;2019-01-01T19:03:39.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
220;220;2019-01-01T19:03:40.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
220;220;2019-01-01T19:03:40.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
221;221;2019-01-01T19:03:41.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
221;221;2019-01-01T19:03:41.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
222;222;2019-01-01T19:03:42.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
222;222;2019-01-01T19:03:42.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
223;223;2019-01-01T19:03:43.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
223;223;2019-01-01T19:03:43.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
224;224;2019-01-01T19:03:44.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
224;224;2019-01-01T19:03:44.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
225;225;2019-01-01T19:03:45.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
225;225;2019-01-01T19:03:45.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
226;226;2019-01-01T19:03:46.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
226;226;2019-01-01T19:03:46.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
227;227;2019-01-01T19:03:47.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
227;227;2019-01-01T19:03:47.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;OFF;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
228;228;2019-01-01T19:03:48.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;True;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
228;228;2019-01-01T19:03:48.0000000+01:00;0;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0;START;RICH;4;0;101325;True;15;0;0;False;0.1;None;53.560392;9.4987928;39;False;0;0.1;36;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
229;229;2019-01-01T19:03:49.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
229;229;2019-01-01T19:03:49.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;START;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.999605;False;422.950100987647;0.1;35.999605;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
230;230;2019-01-01T19:03:50.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
230;230;2019-01-01T19:03:50.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;START;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.99921;False;422.950100987647;0.1;35.99921;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
231;231;2019-01-01T19:03:51.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
231;231;2019-01-01T19:03:51.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;START;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.998815;False;422.950100987647;0.1;35.998815;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
232;232;2019-01-01T19:03:52.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
232;232;2019-01-01T19:03:52.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.99842;False;422.950100987647;0.1;35.99842;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
233;233;2019-01-01T19:03:53.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
233;233;2019-01-01T19:03:53.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.998025;False;422.950100987647;0.1;35.998025;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
234;234;2019-01-01T19:03:54.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
234;234;2019-01-01T19:03:54.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.99763;False;422.950100987647;0.1;35.99763;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
235;235;2019-01-01T19:03:55.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
235;235;2019-01-01T19:03:55.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.997235;False;422.950100987647;0.1;35.997235;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
236;236;2019-01-01T19:03:56.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
236;236;2019-01-01T19:03:56.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.99684;False;422.950100987647;0.1;35.99684;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
237;237;2019-01-01T19:03:57.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
237;237;2019-01-01T19:03:57.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.996445;False;422.950100987647;0.1;35.996445;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
238;238;2019-01-01T19:03:58.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
238;238;2019-01-01T19:03:58.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.99605;False;422.950100987647;0.1;35.99605;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
239;239;2019-01-01T19:03:59.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
239;239;2019-01-01T19:03:59.0000000+01:00;0.583379449638133;-9.81;0;Cessna1;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;ON;False;1E-06;0.00079;BOTH;RICH;4;0;205000;True;116;7500;1214.85201099493;True;0.1;None;53.560392;9.4987928;38.995655;False;422.950100987647;0.1;35.995655;False;0;145000;207000;145000;9,4987928;53,560392;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
240;240;2019-01-01T19:04:00.0000000+01:00;0;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;0;0;0;0.256563400043166;0;0;0;0;0;0;SET;OFF;False;1E-06;0;OFF;LEAN;5.9;0;101325;True;15;0;0;False;0.3;None;53.560392;9.4987928;27;False;0;0.1;11;False;0;145000;207000;145000;9,4987928;53,560392;be963075-8aed-4326-a2f1-c748863002ea
