Tick;Step;DateTime;age;current_activity;event_info;flight_experience;Latitude;Longitude;myAircraft_callsign;state;takeoff_distance;0_Position;1_Position;ID
322;322;2020-01-01T19:05:22.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
323;323;2020-01-01T19:05:23.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
324;324;2020-01-01T19:05:24.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
325;325;2020-01-01T19:05:25.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
326;326;2020-01-01T19:05:26.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
327;327;2020-01-01T19:05:27.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
328;328;2020-01-01T19:05:28.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
329;329;2020-01-01T19:05:29.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
330;330;2020-01-01T19:05:30.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
331;331;2020-01-01T19:05:31.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
332;332;2020-01-01T19:05:32.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
333;333;2020-01-01T19:05:33.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
334;334;2020-01-01T19:05:34.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
335;335;2020-01-01T19:05:35.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
336;336;2020-01-01T19:05:36.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
337;337;2020-01-01T19:05:37.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
338;338;2020-01-01T19:05:38.0000000+01:00;37;Check_Instrument_Engine__oil_pressure;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
339;339;2020-01-01T19:05:39.0000000+01:00;37;Check_Instrument_Engine__oil_temperature;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
340;340;2020-01-01T19:05:40.0000000+01:00;37;Check_Instrument_Engine__oil_temperature;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
341;341;2020-01-01T19:05:41.0000000+01:00;37;Check_Instrument_Engine__oil_temperature;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
342;342;2020-01-01T19:05:42.0000000+01:00;37;Check_Instrument_Engine__oil_temperature;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;StartingEngine;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
343;343;2020-01-01T19:05:43.0000000+01:00;37;End_of_Actions;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
344;344;2020-01-01T19:05:44.0000000+01:00;37;Communicate_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
345;345;2020-01-01T19:05:45.0000000+01:00;37;Communicate_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
346;346;2020-01-01T19:05:46.0000000+01:00;37;Communicate_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
347;347;2020-01-01T19:05:47.0000000+01:00;37;Communicate_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
348;348;2020-01-01T19:05:48.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
349;349;2020-01-01T19:05:49.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
350;350;2020-01-01T19:05:50.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
351;351;2020-01-01T19:05:51.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
352;352;2020-01-01T19:05:52.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
353;353;2020-01-01T19:05:53.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
354;354;2020-01-01T19:05:54.0000000+01:00;37;Listen_receiver_on_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
355;355;2020-01-01T19:05:55.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
356;356;2020-01-01T19:05:56.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
357;357;2020-01-01T19:05:57.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
358;358;2020-01-01T19:05:58.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
359;359;2020-01-01T19:05:59.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
360;360;2020-01-01T19:06:00.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
361;361;2020-01-01T19:06:01.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
362;362;2020-01-01T19:06:02.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
363;363;2020-01-01T19:06:03.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
364;364;2020-01-01T19:06:04.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
365;365;2020-01-01T19:06:05.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
366;366;2020-01-01T19:06:06.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
367;367;2020-01-01T19:06:07.0000000+01:00;37;Clear_frequency;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;TakeOffPreparationRequest;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
368;368;2020-01-01T19:06:08.0000000+01:00;37;End_of_Actions;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
369;369;2020-01-01T19:06:09.0000000+01:00;37;Set_Brake__parking_brake;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
370;370;2020-01-01T19:06:10.0000000+01:00;37;Set_Brake__parking_brake;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
371;371;2020-01-01T19:06:11.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
372;372;2020-01-01T19:06:12.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
373;373;2020-01-01T19:06:13.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560392;9.4987928;Cessna2;Taxiing;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
374;374;2020-01-01T19:06:14.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5603922888212;9.49879632505271;Cessna2;Taxiing;0;9,49879632505271;53,5603922888212;478b5bc2-a2b4-42af-a38c-99735c15a4d3
375;375;2020-01-01T19:06:15.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5603931484102;9.49880681631528;Cessna2;Taxiing;0;9,49880681631528;53,5603931484102;478b5bc2-a2b4-42af-a38c-99735c15a4d3
376;376;2020-01-01T19:06:16.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5603945769609;9.4988242517677;Cessna2;Taxiing;0;9,4988242517677;53,5603945769609;478b5bc2-a2b4-42af-a38c-99735c15a4d3
377;377;2020-01-01T19:06:17.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5603965725122;9.49884860751271;Cessna2;Taxiing;0;9,49884860751271;53,5603965725122;478b5bc2-a2b4-42af-a38c-99735c15a4d3
378;378;2020-01-01T19:06:18.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5603991329508;9.49887985781031;Cessna2;Taxiing;0;9,49887985781031;53,5603991329508;478b5bc2-a2b4-42af-a38c-99735c15a4d3
379;379;2020-01-01T19:06:19.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604022560135;9.49891797510599;Cessna2;Taxiing;0;9,49891797510599;53,5604022560135;478b5bc2-a2b4-42af-a38c-99735c15a4d3
380;380;2020-01-01T19:06:20.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604059392896;9.49896293006099;Cessna2;Taxiing;0;9,49896293006099;53,5604059392896;478b5bc2-a2b4-42af-a38c-99735c15a4d3
381;381;2020-01-01T19:06:21.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604101802239;9.49901469158412;Cessna2;Taxiing;0;9,49901469158412;53,5604101802239;478b5bc2-a2b4-42af-a38c-99735c15a4d3
382;382;2020-01-01T19:06:22.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560414976119;9.49907322686539;Cessna2;Taxiing;0;9,49907322686539;53,560414976119;478b5bc2-a2b4-42af-a38c-99735c15a4d3
383;383;2020-01-01T19:06:23.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604203241385;9.49913850141118;Cessna2;Taxiing;0;9,49913850141118;53,5604203241385;478b5bc2-a2b4-42af-a38c-99735c15a4d3
384;384;2020-01-01T19:06:24.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.56042622131;9.49921047908093;Cessna2;Taxiing;0;9,49921047908093;53,56042622131;478b5bc2-a2b4-42af-a38c-99735c15a4d3
385;385;2020-01-01T19:06:25.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604326645281;9.49928912212532;Cessna2;Taxiing;0;9,49928912212532;53,5604326645281;478b5bc2-a2b4-42af-a38c-99735c15a4d3
386;386;2020-01-01T19:06:26.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560439650558;9.49937439122573;Cessna2;Taxiing;0;9,49937439122573;53,560439650558;478b5bc2-a2b4-42af-a38c-99735c15a4d3
387;387;2020-01-01T19:06:27.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604471760384;9.49946624553511;Cessna2;Taxiing;0;9,49946624553511;53,5604471760384;478b5bc2-a2b4-42af-a38c-99735c15a4d3
388;388;2020-01-01T19:06:28.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604673250434;9.49937288878355;Cessna2;Taxiing;0;9,49937288878355;53,5604673250434;478b5bc2-a2b4-42af-a38c-99735c15a4d3
389;389;2020-01-01T19:06:29.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5604884032458;9.49927522630934;Cessna2;Taxiing;0;9,49927522630934;53,5604884032458;478b5bc2-a2b4-42af-a38c-99735c15a4d3
390;390;2020-01-01T19:06:30.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560509464119;9.49917764366248;Cessna2;Taxiing;0;9,49917764366248;53,560509464119;478b5bc2-a2b4-42af-a38c-99735c15a4d3
391;391;2020-01-01T19:06:31.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5605296224698;9.49908424229231;Cessna2;Taxiing;0;9,49908424229231;53,5605296224698;478b5bc2-a2b4-42af-a38c-99735c15a4d3
392;392;2020-01-01T19:06:32.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5605485396855;9.49899659118946;Cessna2;Taxiing;0;9,49899659118946;53,5605485396855;478b5bc2-a2b4-42af-a38c-99735c15a4d3
393;393;2020-01-01T19:06:33.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5605662166575;9.49891468629745;Cessna2;Taxiing;0;9,49891468629745;53,5605662166575;478b5bc2-a2b4-42af-a38c-99735c15a4d3
394;394;2020-01-01T19:06:34.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5605826539729;9.49883852496544;Cessna2;Taxiing;0;9,49883852496544;53,5605826539729;478b5bc2-a2b4-42af-a38c-99735c15a4d3
395;395;2020-01-01T19:06:35.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5605978519163;9.49876810593812;Cessna2;Taxiing;0;9,49876810593812;53,5605978519163;478b5bc2-a2b4-42af-a38c-99735c15a4d3
396;396;2020-01-01T19:06:36.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606118105452;9.49870342900883;Cessna2;Taxiing;0;9,49870342900883;53,5606118105452;478b5bc2-a2b4-42af-a38c-99735c15a4d3
397;397;2020-01-01T19:06:37.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606248764027;9.49864288852666;Cessna2;Taxiing;0;9,49864288852666;53,5606248764027;478b5bc2-a2b4-42af-a38c-99735c15a4d3
398;398;2020-01-01T19:06:38.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606376798097;9.4985835639315;Cessna2;Taxiing;0;9,4985835639315;53,5606376798097;478b5bc2-a2b4-42af-a38c-99735c15a4d3
399;399;2020-01-01T19:06:39.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606507650724;9.4985229331803;Cessna2;Taxiing;0;9,4985229331803;53,5606507650724;478b5bc2-a2b4-42af-a38c-99735c15a4d3
400;400;2020-01-01T19:06:40.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606646248886;9.49845871332848;Cessna2;Taxiing;0;9,49845871332848;53,5606646248886;478b5bc2-a2b4-42af-a38c-99735c15a4d3
401;401;2020-01-01T19:06:41.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606794929519;9.4983898215111;Cessna2;Taxiing;0;9,4983898215111;53,5606794929519;478b5bc2-a2b4-42af-a38c-99735c15a4d3
402;402;2020-01-01T19:06:42.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5606953692439;9.49831625776647;Cessna2;Taxiing;0;9,49831625776647;53,5606953692439;478b5bc2-a2b4-42af-a38c-99735c15a4d3
403;403;2020-01-01T19:06:43.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5607122536378;9.49823802263175;Cessna2;Taxiing;0;9,49823802263175;53,5607122536378;478b5bc2-a2b4-42af-a38c-99735c15a4d3
404;404;2020-01-01T19:06:44.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5607301458125;9.49815511754065;Cessna2;Taxiing;0;9,49815511754065;53,5607301458125;478b5bc2-a2b4-42af-a38c-99735c15a4d3
405;405;2020-01-01T19:06:45.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5607490452466;9.49806754485297;Cessna2;Taxiing;0;9,49806754485297;53,5607490452466;478b5bc2-a2b4-42af-a38c-99735c15a4d3
406;406;2020-01-01T19:06:46.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.560768453535;9.49797761394078;Cessna2;Taxiing;0;9,49797761394078;53,560768453535;478b5bc2-a2b4-42af-a38c-99735c15a4d3
407;407;2020-01-01T19:06:47.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5607872455688;9.49789053815086;Cessna2;Taxiing;0;9,49789053815086;53,5607872455688;478b5bc2-a2b4-42af-a38c-99735c15a4d3
408;408;2020-01-01T19:06:48.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608047974841;9.49780920830698;Cessna2;Taxiing;0;9,49780920830698;53,5608047974841;478b5bc2-a2b4-42af-a38c-99735c15a4d3
409;409;2020-01-01T19:06:49.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608211098373;9.49773362189903;Cessna2;Taxiing;0;9,49773362189903;53,5608211098373;478b5bc2-a2b4-42af-a38c-99735c15a4d3
410;410;2020-01-01T19:06:50.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608361828843;9.49766377780583;Cessna2;Taxiing;0;9,49766377780583;53,5608361828843;478b5bc2-a2b4-42af-a38c-99735c15a4d3
411;411;2020-01-01T19:06:51.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608500166704;9.49759967587515;Cessna2;Taxiing;0;9,49759967587515;53,5608500166704;478b5bc2-a2b4-42af-a38c-99735c15a4d3
412;412;2020-01-01T19:06:52.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608629577238;9.49753971043889;Cessna2;Taxiing;0;9,49753971043889;53,5608629577238;478b5bc2-a2b4-42af-a38c-99735c15a4d3
413;413;2020-01-01T19:06:53.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608756363385;9.49748096090404;Cessna2;Taxiing;0;9,49748096090404;53,5608756363385;478b5bc2-a2b4-42af-a38c-99735c15a4d3
414;414;2020-01-01T19:06:54.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5608885967975;9.49742090519915;Cessna2;Taxiing;0;9,49742090519915;53,5608885967975;478b5bc2-a2b4-42af-a38c-99735c15a4d3
415;415;2020-01-01T19:06:55.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609023317775;9.49735726035402;Cessna2;Taxiing;0;9,49735726035402;53,5609023317775;478b5bc2-a2b4-42af-a38c-99735c15a4d3
416;416;2020-01-01T19:06:56.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609170749625;9.4972889434916;Cessna2;Taxiing;0;9,4972889434916;53,5609170749625;478b5bc2-a2b4-42af-a38c-99735c15a4d3
417;417;2020-01-01T19:06:57.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609328263379;9.49721595463143;Cessna2;Taxiing;0;9,49721595463143;53,5609328263379;478b5bc2-a2b4-42af-a38c-99735c15a4d3
418;418;2020-01-01T19:06:58.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609495857976;9.49713829421574;Cessna2;Taxiing;0;9,49713829421574;53,5609495857976;478b5bc2-a2b4-42af-a38c-99735c15a4d3
419;419;2020-01-01T19:06:59.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609673530454;9.49705596356405;Cessna2;Taxiing;0;9,49705596356405;53,5609673530454;478b5bc2-a2b4-42af-a38c-99735c15a4d3
420;420;2020-01-01T19:07:00.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5609861275845;9.49696896492212;Cessna2;Taxiing;0;9,49696896492212;53,5609861275845;478b5bc2-a2b4-42af-a38c-99735c15a4d3
421;421;2020-01-01T19:07:01.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610059087178;9.49687730146016;Cessna2;Taxiing;0;9,49687730146016;53,5610059087178;478b5bc2-a2b4-42af-a38c-99735c15a4d3
422;422;2020-01-01T19:07:02.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610261979177;9.49678328325092;Cessna2;Taxiing;0;9,49678328325092;53,5610261979177;478b5bc2-a2b4-42af-a38c-99735c15a4d3
423;423;2020-01-01T19:07:03.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610458701337;9.49669212367341;Cessna2;Taxiing;0;9,49669212367341;53,5610458701337;478b5bc2-a2b4-42af-a38c-99735c15a4d3
424;424;2020-01-01T19:07:04.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610643017117;9.49660671275135;Cessna2;Taxiing;0;9,49660671275135;53,5610643017117;478b5bc2-a2b4-42af-a38c-99735c15a4d3
425;425;2020-01-01T19:07:05.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610814934242;9.496527046977;Cessna2;Taxiing;0;9,496527046977;53,5610814934242;478b5bc2-a2b4-42af-a38c-99735c15a4d3
426;426;2020-01-01T19:07:06.0000000+01:00;37;Taxiing;Skipped Set_Engine__mixture_control;648.629791684742;53.5610974457394;9.49645312424711;Cessna2;Taxiing;0;9,49645312424711;53,5610974457394;478b5bc2-a2b4-42af-a38c-99735c15a4d3
