Tick;Step;callsign_received;identifier;message_type_received;runway_heading_calculated;state;0_Position;1_Position;ID
516;516;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
517;517;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
518;518;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
519;519;Cessna1;Tower;RequestTakeOff;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
520;520;Cessna1;Tower;RequestTakeOff;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
521;521;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
522;522;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
523;523;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
524;524;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
525;525;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
526;526;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
527;527;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
528;528;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
529;529;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
530;530;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
531;531;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
532;532;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
533;533;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
534;534;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
535;535;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
536;536;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
537;537;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
538;538;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
539;539;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
540;540;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
541;541;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
542;542;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
543;543;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
544;544;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
545;545;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
546;546;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
547;547;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
548;548;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
549;549;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
550;550;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
551;551;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
552;552;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
553;553;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
554;554;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
555;555;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
556;556;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
557;557;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
558;558;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
559;559;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
560;560;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
561;561;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
562;562;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
563;563;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
564;564;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
565;565;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
566;566;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
567;567;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
568;568;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
569;569;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
570;570;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
571;571;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
572;572;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
573;573;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
574;574;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
575;575;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
576;576;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
577;577;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
578;578;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
579;579;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
580;580;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
581;581;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
582;582;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
583;583;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
584;584;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
585;585;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
586;586;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
587;587;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
588;588;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
589;589;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
590;590;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
591;591;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
592;592;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
593;593;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
594;594;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
595;595;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
596;596;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
597;597;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
598;598;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
599;599;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
600;600;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
